split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-captions	images	2015	0458	0.40	رجل يرتدي بدلة رمادية يحبس دراجة	رجل وامرأة يقفان في أحد شوارع المدينة.
train	main-captions	images	2015	0467	4.60	رجل يرتدي سترة جلدية سوداء ينام في سيارة مترو الأنفاق.	رجل يرتدي سترة جلدية سوداء ينام في وسائل النقل العام.
train	main-captions	images	2015	0469	4.80	كلب يقفز فوق عقبة.	كلب يقفز فوق العقبة.
train	main-captions	images	2015	0470	0.00	يقوم رجلان بتركيب بعض المعدات الإلكترونية	كلبان يتصارعان على الأرض وسط الثلج.
train	main-captions	images	2015	0471	0.00	كلب أسود يمشي على العشب وفي فمه عصا.	صبي يحمل شبكة بها ثعبان بالقرب من الأرض.
train	main-captions	images	2015	0473	2.20	فتاة تجري مع الكلاب في حقل جاف.	كلب رمادي وكلب أسمر يلعبان في حقل عشبي.
train	main-captions	images	2015	0474	4.00	كلبان يلعبان في الثلج.	اثنين من الكلاب السوداء في الثلج.
train	main-captions	images	2015	0481	4.00	كلب يقفز من الرصيف إلى الماء.	يقفز الكلب الأسود من الرصيف إلى الماء.
train	main-captions	images	2015	0482	2.00	مجموعة من الرجال المسنين يسيرون في الشارع	زوجان يسيران في الشارع.
train	main-captions	images	2015	0484	2.20	ثلاثة كلاب تقف في الثلج بجوار سياج أزرق.	ثلاثة كلاب تلعب في المياه الضحلة بجوار الشاطئ الصخري.
train	main-captions	images	2015	0487	4.80	كلب أبيض وأسود يركض في الحقل.	كلب أبيض وأسود يركض في العشب.
train	main-captions	images	2015	0488	0.40	صبي يرتدي ملابس سوداء يلوح بذراعيه بينما يقف أشخاص آخرون خلفه في الحقل.	رجل يرتدي قميصًا أسودًا يمشي بالقرب من مقعد في المدينة.
train	main-captions	images	2015	0489	2.00	امرأة مسنة تركب دراجة على طول أحد شوارع المدينة.	امرأة مسنة تمشي صعودًا وتعبر الشارع.
train	main-captions	images	2015	0492	0.40	صبي صغير يلكم كرة صفراء.	كلب صغير يقفز فوق شعاع أصفر.
train	main-captions	images	2015	0496	1.40	مجموعة من راقصات الباليه الشابات في استوديو للرقص.	مجموعة من السيدات الشابات في البيكينيات.
train	main-captions	images	2015	0498	0.00	صبي صغير يرتدي قميصًا أبيضًا يلعب في سهل عشبي.	امرأة تقص شعرها في الصالون.
train	main-captions	images	2015	0504	0.40	رجل وكلب يلعبان لعبة شد الحبل.	رجل يرقص على جدار ملون.
train	main-captions	images	2015	0505	4.60	طفل مبلل يرتجف تحت منشفة في حمام السباحة.	طفل مبلل يرتجف في المنشفة أمام حمام السباحة.
train	main-captions	images	2015	0507	5.00	كلب أبيض يركض على الشاطئ.	الكلب الأبيض يركض على طول الشاطئ.
train	main-captions	images	2015	0508	3.40	ستة كلاب تركض على الشاطئ الرملي.	ستة كلاب تمشي بجانب الشاطئ.
train	main-captions	images	2015	0509	3.20	رجل يمسك بمقبض في الماء.	رجل يمسك بمقابض في الهواء.
train	main-captions	images	2015	0511	3.00	كلب أبيض يمشي في الثلج.	كلب أسود وأسمر يمشي عبر الثلج.
train	main-captions	images	2015	0513	3.20	الكلب الأبيض والبني يجري عبر العشب.	ثلاثة كلاب تركض على العشب.
train	main-captions	images	2015	0516	3.80	صبي ينزل على شريحة قابلة للنفخ.	صبي يرتدي ملابس حمراء ينزلق في رحلة قابلة للنفخ.
train	main-captions	images	2015	0517	3.80	كلبان يلعبان بالكرة في بركة مياه.	يقف كلبان في بركة، وأحدهما يحمل كرة تنس صفراء.
train	main-captions	images	2015	0518	1.40	ثلاثة كلاب يلعبون في الماء.	ثلاثة كلاب تجري في الثلج.
train	main-captions	images	2015	0519	1.20	كلبان يلعبان في الثلج.	طفلان يلعبان مع كلب.
train	main-captions	images	2015	0522	4.80	فتاة تقوم بانحناء ظهرها على الشاطئ.	فتاة تقوم بانحناء الظهر على الشاطئ.
train	main-captions	images	2015	0526	2.20	يلعب الكلبان لعبة الجلب في الثلج.	يلعب كلبان معًا في العشب.
train	main-captions	images	2015	0528	3.60	اثنان من راكبي الأمواج يركبون موجة صغيرة.	يقوم اثنان من راكبي الأمواج بأداء الحيل في الأمواج.
train	main-captions	images	2015	0530	5.00	شخصان يسيران على الشاطئ عند غروب الشمس.	شخصان يسيران على طول الشاطئ عند غروب الشمس.
train	main-captions	images	2015	0537	4.00	جروان يلعبان في العشب	كلبان يتصارعان في العشب.
train	main-captions	images	2015	0538	4.80	فتاة صغيرة تجلس في حضن سانتا.	فتاة صغيرة تجلس في حضن سانتا
train	main-captions	images	2015	0541	2.20	كلب أبيض وأسود يركض وفمه مفتوح.	كلب أبيض وأسود يسبح في المياه الزرقاء.
train	main-captions	images	2015	0543	4.80	صبي صغير يقفز في الهواء على الشاطئ.	صبي يقفز في الهواء على الشاطئ.
train	main-captions	images	2015	0547	5.00	خمسة رجال يرتدون البدلات الرسمية يسيرون على الدرج.	خمسة رجال يرتدون البدلات الرسمية يسيرون على مجموعة من الدرجات
train	main-captions	images	2015	0549	0.00	رجل يرتدي شورتًا أحمر وقميصًا أبيض يركل كرة قدم.	يقف كلب أسود في الأمواج ويحمل كرة مطاطية حمراء.
train	main-captions	images	2015	0552	4.80	رجل وكلب على شاطئ البحر الصخري.	رجل وكلب يقفان على الصخور بجانب الماء
train	main-captions	images	2015	0553	2.40	كلب بني اللون يرش في الماء.	أربعة كلاب ترش في الماء
train	main-captions	images	2015	0556	1.00	المرأة المبتسمة على الشاطئ مدفونة في الأعشاب البحرية.	فتاة ترتدي قبعة رعاة البقر مع خروف مقيد.
train	main-captions	images	2015	0561	3.80	كلب ذو أذنين كبيرتين يحمل عصا صغيرة في فمه.	جرو ذو آذان كبيرة يمضغ على عصا.
train	main-captions	images	2015	0562	0.00	الكلب البني الكبير يقفز عبر العشب الطويل.	الفتاة التي ترتدي قميصًا أزرق تجري في مركز العلوم.
train	main-captions	images	2015	0563	2.60	كلبان يتقاتلان في الثلج.	كلبان يلعبان في الثلج.
train	main-captions	images	2015	0566	2.80	يوجد كلب بني في وسط صف من الكلاب يطارد كرة تنس قذرة فوق التراب.	هناك كلبان أبيضان وكلب بني يطاردان كرة.
train	main-captions	images	2015	0569	0.00	كلب الصيد الرمادي ينشط في حقل عشبي.	مجموعة من الدراجات تتسابق على المسار.
train	main-captions	images	2015	0572	0.00	شخصان يتسابقان على دراجة نارية جانبية في الوحل.	الكلب يحمل عصا طويلة في فمه.
train	main-captions	images	2015	0575	2.40	الرجل يجلس على قمة جبل صخري.	شخص يخرج رأسه من خيمة في أعلى الجبل.
train	main-captions	images	2015	0580	0.00	رجل يقف على متن قارب يسحب قاربًا آخر بالقرب منه بعصا من الخيزران.	رجل يرتدي قبعة سوداء يقف أمام جدار من الطوب ولافتة
train	main-captions	images	2015	0581	3.20	رجل يعزف على جيتاره الأبيض.	رجل يعزف على الجيتار الأبيض ويغني أيضًا
train	main-captions	images	2015	0582	0.00	شخص يتزلج مع كلب في الجبال.	كلب بني يلعب بالكرة في الماء.
train	main-captions	images	2015	0585	2.40	شابان بلا قميص يلعبان في الماء.	يلعب الكثير من الناس في الماء على الشاطئ.
train	main-captions	images	2015	0588	3.60	لقطة مقربة للطائر الطنان.	لقطة مقرّبة للطائر الطنّان وهو يطير.
train	main-captions	images	2015	0591	0.80	امرأة ترتدي فستانًا أسود وتمشي في الشارع.	امرأة تشاهد كلبًا يقفز على الدرج.
train	main-captions	images	2015	0597	2.33	رجل وامرأة ينظران إلى الكاميرا.	رجل وامرأة يضحكون.
train	main-captions	images	2015	0599	3.60	كلب بني يجري عبر العشب الموحل القذر	الكلب البني الكبير يجري في الخارج وسط التراب.
train	main-captions	images	2015	0601	5.00	ثلاثة كلاب تسحب رجلاً على دراجة عبر الثلج.	تسحب الكلاب رجلاً على دراجة من خلال الثلج.
train	main-captions	images	2015	0610	0.00	طفل يرتدي قبعة حمراء ويجلس في عربة أطفال ويحمل دمية.	رجل يرتدي قميصًا رماديًا ويجلس في حقل من الزهور.
train	main-captions	images	2015	0613	4.80	ثلاثة أطفال يلعبون بالقش في الهواء الطلق، ويرمون بعضًا منه على عدسة الكاميرا.	ثلاثة أطفال صغار يلعبون في القش، ويرمون بعضًا منه نحو الكاميرا.
